Common Name,Name,CountryCode,NumberActors,MilFatalities,TotalFatalities,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,Region,Century,Decade,DurationD,DurationM,DurationY
Sino-Japanese War,"Japan-China (Liaodong, Korea), 1894-95",,2,15000,15000,1894,6,,1895,3,30,12,5,189,,9,1
Cuban Insurrection,"Cubans (assisted by USA)-Spain, 1895-98",,3,50000,130000,1895,2,23,1898,8,13,1,5,189,1250,42,3
Fourth Ashanti War,"Britain-Ashantis (Ghana), 1895-96",,2,,400,1895,,,1896,1,19,7,5,189,,,1
,"Nigeria (Brass)-Britain, 1895",,2,,43,1895,1,29,1895,2,22,7,5,189,23,1,0
,"Forrea-Portugal (Guinea?), 1895",,2,,,1895,,,1895,,,7,5,189,,,0
,"France (Batetela mutiny in Zaire), 1895",,2,,,1895,7,4,1895,10,18,7,5,189,104,3,0
,"Manyema (Tippu Tib)-Chokwe (Zaire), 1895",,2,,,1895,,,1895,,,7,5,189,,,0
,"France-northeast Congo (Zaire), 1895-97",,,,,1895,,,1897,,,7,5,189,,,2
,"Britain-Masrui (Kenya), 1895-96",,2,,1000,1895,,,1896,,,8,5,189,,,1
,"Britain, Makonde-Arabs (Kalonga, Malawi), 1895",,3,,,1895,11,,1895,11,,8,5,189,,0,0
Jameson Raid,"Britain-Boers (Transvaal, South Africa), 1895-96",,2,,,1895,12,29,1896,1,2,8,5,189,3,1,1
,"Mozambique-Portugal, 1895-99",,2,,,1895,,,1899,,,8,5,189,,,4
,"Britain-India (Chitral), 1895",,2,,,1895,3,4,1895,4,20,10,5,189,46,1,0
,"Afghanistan-Kafiristan, 1895-96",,2,,,1895,12,,1896,1,,10,5,189,,1,1
,"China-Dongas, 1895 ?",,2,,,1895,,,1895,,,9,5,189,,,0
,"Korea (Bingfei), 1895",,2,,,1895,10,8,1895,10,8,12,5,189,0,0,0
,"Brazil (Canudos in Bahia), 1896-97",,2,5000,5000,1896,10,1,1897,10,5,2,5,189,364,12,1
Third Cretan Revolt,"Turkey (Crete aided by Greece), 1896-98",,4,1000,1000,1896,2,,1898,12,,4,5,189,,34,2
Druze-Turkish War,"Turkey-Syria (Druzes), 1896",,2,1000,1000,1896,,,1896,,,5,5,189,,,0
Mahdi Uprising,"Britain, Egypt-Sudan-France, 1896-99",,4,16000,16000,1896,3,16,1899,11,24,6,5,189,1328,44,3
,"Britain-Mashonas, Matabele (Zimbabwe), 1896-99",,3,,1000,1896,3,,1899,,,8,5,189,,,3
,"Germany, Herrero, Nama-Herrero, Khoi (eastern Namibia), 1896",,5,,,1896,3,,1896,,,8,5,189,,,0
,"Britain-Zanzibar, 1896",,2,,,1896,8,26,1896,8,26,8,5,189,0,0,0
,"Britain-Yao, Chewa (Mozambique), 1896",,3,,,1896,,,1896,,,8,5,189,,,0
,"Russia (Chinese outlaws), 1896",,2,,,1896,,,1896,,,9,5,189,,,0
,"Netherlands-Achin (Indonesia), 1896",,2,,,1896,,,1896,,,11,5,189,,,0
First Philippine War,"Filipinos-Spain, 1896-98",,2,2000,2000,1896,8,26,1898,8,13,11,5,189,707,24,2
Costa Rica-Nicaragua War,"Nicaragua-Costa Rica, 1897",,2,,,1897,3,20,1897,4,29,1,5,189,39,1,0
,"Uruguay, 1897",,2,,,1897,,,1897,,,2,5,189,,,0
Greco-Turkish War,"Greece-Turkey, 1897",,2,2000,2000,1897,4,17,1897,5,19,4,5,189,32,1,0
Nigerian War,"Britain-western Nigeria (Benin), 1897",,2,1000,1500,1897,1,4,1897,2,18,7,5,189,44,1,0
,"Forrea-Portugal (Guinea?), 1897",,2,,,1897,,,1897,,,7,5,189,,,0
Betetela War,"Belgium-Batetela (Upper Congo), 1897-1900",,2,,,1897,,,1900,,,8,5,189,,,3
,"Britain-Bunyoro, Buganda (Uganda), 1897",,3,,,1897,6,,1897,12,,8,5,189,,6,0
,"Belgium (mutiny of Congolese troops in Uvira), 1897",,2,,,1897,,,1897,,,7,5,189,,,0
,"Germany (mutiny in Dirfi (Rwanda?)), 1897-99",,2,,,1897,2,14,1899,,,8,5,189,,,2
Ugandan Mutiny,"Sudanese mercenaries in Uganda and Kenya-Britain, 1897-1901 ",,2,,1500,1897,6,,1901,,,8,5,189,,,4
,"Germany-Ngoni (Tanzania), 1897",,2,,,1897,,,1897,,,8,5,189,,,0
,"Germany-Hehe (Tanzania), 1897-98",,2,,,1897,,,1898,,,8,5,189,,,1
,"Ethiopia-Somalia, 1897-1900",,2,,,1897,,,1900,,,8,5,189,,,3
,"Ethiopia-Galla, 1897-99",,2,,,1897,,,1899,,,8,5,189,,,2
Indian-Muslim War,"Britain-India (Afridi Muslims), 1897-98",,2,1000,1000,1897,8,,1898,4,,10,5,189,,8,1
,"Venezuela, 1898-99",,2,,,1898,,,1899,,,2,5,189,,,1
Spanish-American War,"USA-Spain, 1898",,2,10000,200000,1898,4,25,1898,8,13,11,5,189,108,4,0
,"Italy, 1898",,2,,,1898,5,3,1898,5,8,3,5,189,5,0,0
,"Russia-Ishan?, 1898",,2,,,1898,,,1898,,,9,5,189,,,0
Hut Tax War,"Britain-Sierra Leone, 1898",,3,2000,2000,1898,2,,1898,5,,7,5,189,,3,0
Third Mandingo-French War,"France-Samori (Ivory Coast), 1898",,2,,,1898,,,1898,,,7,5,189,,,0
,"Equatorial Guinea (Rio Muni)-Spain, 1898",,2,,,1898,,,1898,,,7,5,189,,,0
,"Belgium-Tyo (Zaire?), 1898",,2,,,1898,,,1898,,,7,5,189,,,0
,"Lunda-Chokwe (Zaire), 1898",,2,,,1898,,,1898,,,7,5,189,,,0
,"Kenya (Masai civil war), 1898-1900",,2,,,1898,,,1900,,,8,5,189,,,2
,"Britain-Ngoni (Zambia), 1898",,2,,,1898,1,,1898,1,,8,5,189,,0,0
,"Britain, Portugal-Yao (Mozambique), 1898",,3,,,1898,,,1898,,,8,5,189,,,0
,"France-China (Guanjuang?), 1898",,2,,,1898,,,1898,,,12,5,189,,,0
,"Britain-China (Weihaiwei), 1898",,2,,,1898,,,1898,,,12,5,189,,,0
,"China (Beijing), 1898",,2,,,1898,9,21,1898,9,21,12,5,189,0,0,0
Colombian Civil War,"Colombia (Liberals), 1899-1903",,2,75000,150000,1899,7,,1903,6,15,2,5,189,,47,4
,"France-Chad (Bornu), 1899-1901",,2,,1000,1899,,,1901,,,6,5,189,,,2
,"France-Mali, 1899",,2,,,1899,,,1899,,,7,5,189,,,0
Boer War,"Britain-Boers, 1899-1902",,2,35000,35000,1899,10,12,1902,5,31,8,5,189,949,31,3
,"Britain-Uganda, 1899-1901",,2,,,1899,,,1901,,,8,5,189,,,2
,"Comoros Islands, 1899",,,,,1899,,,1899,,,8,5,189,,,0
,"Britain-Kazembe (?), 1899",,2,,,1899,,,1899,,,8,5,189,,,0
,"Britain-Arabs (Malawi), 1899",,2,,,1899,,,1899,,,8,5,189,,,0
Somali Rebellion,"Somalis-Britain, Italy, Ethiopia, 1899-1905",,4,6000,6000,1899,9,,1905,3,5,8,5,189,,66,6
,"Tanzania-Germany, 1899-1900",,2,,2000,1899,,,1900,,,8,5,189,,,1
Second Philippine War,"Filipinos-USA, 1899-1902",,2,12500,120000,1899,2,4,1902,5,6,11,5,189,1172,39,3
,"France-Algeria, 1900-01",,2,,,1900,,,1901,,,6,6,190,,,1
,"France-Niger (Zinder), 1900-02",,2,,,1900,,,1902,,,7,6,190,,,2
,"Britain-Ashanti (Ghana), 1900-03",,2,,1000,1900,3,,1903,9,,7,6,190,,42,3
,"Canhabaque-Portugal (Guinea?), 1900",,2,,,1900,,,1900,,,7,6,190,,,0
Russian Occupation of Manchuria,"Russia-China (Manchuria), 1900",,2,4000,4000,1900,9,4,1900,10,10,12,6,190,36,1,0
,"Russia (Blagoveshchensk), 1900",,2,,5000,1900,7,,1900,7,,9,6,190,,0,0
Boxer Rebellion,"China (with intervention by Britain, France, United States, Japan, Germany), 1900-01",,8,3000,16000,1900,6,10,1901,5,,12,6,190,,11,1
,"Britain-Nigeria (Aros, Kantogoro, Nupe), 1901",,2,,,1901,,,1901,,,8,6,190,,,0
,"Jufunco-Portugal (Guinea?), 1901",,2,,,1901,,,1901,,,7,6,190,,,0
,"France-Baoule (Kolumbo, Ivory Coast), 1901",,2,,,1901,,,1901,7,,7,6,190,,,0
,"USA-Moros (Mindanao, Philippines), 1901-06",,2,,600,1901,,,1906,,,11,6,190,,,5
,"Brazil-Bolivia, 1902",,2,,,1902,,,1902,,,2,6,190,,,0
Venezuelan War,"Britain, Germany, Italy-Venezuela, 1902-03",,4,,,1902,12,11,1903,2,13,2,6,190,62,2,1
,"France-Chad, Borkou, Tibesti, 1902-14",,4,,1500,1902,,,1914,,,6,6,190,,,12
,"Morocco (with Spanish and French intervention), 1902-09",,4,,,1902,,,1909,,,6,6,190,,,7
,"Britain-Nigeria (Bauchi, Bornu, Nassarawa), 1902",,4,,,1902,,,1902,,,7,6,190,,,0
,"France-Baoule (Ivory Coast), 1902",,2,,,1902,,,1902,,,7,6,190,,,0
,"Britain-Bornu, 1902",,2,,,1902,,,1902,,,7,6,190,,,0
,"Britain-Fulani (Yolo, Zaria), 1902",,2,,,1902,2,,1902,,,7,6,190,,,0
,"France-Mauritania (Sout-el-Ma), 1902",,2,,,1902,3,,1902,3,,7,6,190,,0,0
,"Oio-Portugal (Guinea?), 1902",,2,,,1902,,,1902,,,7,6,190,,,0
,"Portugal-? (Barue, ?), 1902",,,,,1902,,,1902,,,8,6,190,,,0
,"Portugal-Angola (central Angola), 1902",,2,,,1902,8,,1902,,,8,6,190,,,0
,"Burundi (anarchy and terrorism), 1902-03",,,,,1902,,,1903,,,8,6,190,,,1
Ilinden War,"Macedonia (Albania)-Turkey, 1903-11",,2,4000,4000,1903,8,2,1911,,,4,6,190,,,8
,"Germany-Herreros, Nama, Bondzelwarts (Namibia), 1903-07",,4,,80000,1903,10,25,1907,3,31,8,6,190,1236,41,4
,"Britain-northern Nigeria (Hausa Muslims, Sokoto, Kano), 1903",,2,,500,1903,1,,1903,5,,7,6,190,,4,0
,"Germany-Burundi, 1903",,2,,,1903,6,,1903,6,,8,6,190,,0,0
,"Britain-Tibet, 1903-04",,2,1500,1500,1903,3,,1904,8,3,12,6,190,,17,1
,"Colombia-Panamanians (with US intervention), 1903",,3,,,1903,11,3,1903,11,6,2,6,190,3,0,0
,"Uruguay, 1904",,2,1000,1000,1904,1,1,1904,9,1,2,6,190,240,8,0
,"Paraguay, 1904",,2,,,1904,8,8,1904,12,15,2,6,190,127,4,0
,"United States-Dominican Republic, 1904",,2,,,1904,,,1904,,,1,6,190,,,0
,"Portugal-Xura, 1904",,2,,,1904,,,1904,,,7,6,190,,,0
,"France-Conaguis, 1904",,2,,,1904,,,1904,,,7,6,190,,,0
,"France-Fang, Bakota, Mitshogo (Congo?), 1904-11",,4,,,1904,,,1911,,,7,6,190,,,7
,"Nama-Germany (Namibia, Angola), 1904-05",,2,,,1904,10,,1905,10,,8,6,190,,12,1
,"Cameroons-Germany, 1904-05",,2,,,1904,,,1905,,,7,6,190,,,1
,"France-Senussi (Libya), 1904-11",,2,,1000,1904,,,1911,,,6,6,190,,,7
,"France-Madagasgar, 1904-05",,2,,,1904,,,1905,,,8,6,190,,,1
Russo-Japanese War,"Japan-Russia, 1904-05",,2,130000,170000,1904,2,8,1905,9,5,12,6,190,567,19,1
,"Crete-international force, 1905",,2,,,1905,,,1905,,,4,6,190,,,0
Russian Revolution of 1905,"Russia (St. Petersburg, Moscow), 1905-06",,2,1000,1500,1905,1,22,1906,1,1,4,6,190,339,12,1
Raids of the Black Hundreds,"Russia (against Jews), 1905",,2,,3000,1905,10,,1905,10,,4,6,190,,0,0
,"Russia (against Jews), 1905-11",,2,,,1905,10,,1911,,,4,6,190,,,6
,"French Guinea-France, 1905",,2,,,1905,,,1905,,,7,6,190,,,0
,"France-Agbas, Baoule, Ebries (Ivory Coast), 1905",,3,,,1905,,,1905,,,7,6,190,,,0
,"Britain-Nandi (Kenya), 1905",,2,,,1905,,,1905,,,8,6,190,,,0
Maji-Maji Revolt ?,"Tanganyikans (Maji-Maji)-Germany, 1905-07",,2,150000,250000,1905,7,,1907,1,,8,6,190,,18,2
,"French Congo-France, 1905",,2,,,1905,,,1905,,,7,6,190,,,0
,"Belgian Congo (insurrection in Welle district), 1905",,2,,,1905,2,,1905,2,,7,6,190,,0,0
,"Iran (with Russian intervention), 1905-09",,3,,,1905,,,1909,7,12,5,6,190,,,4
,"China, 1905-10",,2,,,1905,,,1910,,,12,6,190,,,5
,"China-Tibet, 1905-06",,2,,1000,1905,4,,1906,9,,12,6,190,,17,1
,"Cuba-United States, 1906",,2,,,1906,8,,1906,9,29,1,6,190,,1,0
Central American War,"Guatemala-Honduras, El Salvador, 1906",,3,1000,1000,1906,5,23,1906,7,20,1,6,190,57,2,0
Central American War,"Nicaragua-Honduras, El Salvador, 1907",,3,1000,1000,1907,2,19,1907,4,23,1,6,190,64,2,0
,"Tiv, Jukon-Hausa (Nigeria), 1906",,3,,,1906,,,1906,,,7,6,190,,,0
,"Nigeria-Britain (Satiru), 1906",,2,,,1906,3,,1906,,,7,6,190,,,0
,"Betes-France (Haut Sassandra, Ivory Coast), 1906",,2,,,1906,,,1906,,,7,6,190,,,0
,"Portuguese Guinea (Cuor)-Portugal, 1906",,2,,,1906,,,1906,,,7,6,190,,,0
,"Sokoto (Northwest Nigeria)-Britain, 1906",,2,,,1906,,,1906,,,7,6,190,,,0
Second Zulu War,"Zulus-Britain (Natal? South Africa), 1906",,2,5000,5000,1906,3,,1906,7,,8,6,190,,4,0
,"Portugal-Mozambique, 1906-10",,2,,,1906,,,1910,,,8,6,190,,,4
,"Korea-Japan (Hongju and elsewhere), 1906",730,2,,,1906,,,1906,,,12,6,190,,,0
,"Romania (peasants), 1907",,3,2000,2000,1907,3,15,1907,4,30,4,6,190,45,1,0
First Moroccan War,"France-Morocco, 1907",,2,,6000,1907,3,29,1907,12,,6,6,190,,9,0
,"Angola (Dembo)-Portugal, 1907-10",,2,,,1907,,,1910,,,8,6,190,,,3
,"Germany-? (Namibia), 1907",,2,,,1907,9,21,1907,9,21,8,6,190,0,0,0
,"Korea-Japan, 1907",730,2,,,1907,8,,1907,8,,12,6,190,,0,0
,"Netherlands-Venezuela, 1908",,2,,1000,1908,,,1908,,,2,6,190,,,0
,"Persia (with intervention by Russia), 1908-09",,3,1100,1100,1908,6,23,1909,7,16,5,6,190,383,13,1
,"Britain-India, 1908",,2,,750,1908,,,1908,,,10,6,190,,,0
Young Turk's Rebellion,"Turkey (Macedonia), 1908-09",,2,,,1908,7,6,1909,4,27,4,6,190,291,9,1
,"Portugal, 1908-10",,2,,,1908,2,,1910,10,,3,6,190,,32,2
,"Morocco, 1908",,4,,1200,1908,6,7,1908,8,,6,6,190,,2,0
,"Bissau-Portugal, 1908",,2,,,1908,,,1908,,,7,6,190,,,0
,"France-Mauritania (Adrar), 1908",,2,,,1908,12,,1908,12,,7,6,190,,0,0
,"Burundi, 1908-12",,,,,1908,,,1912,,,8,6,190,,,4
,"Portugal-Yao (Mozambique), 1908-12",,2,,,1908,,,1912,,,8,6,190,,,4
,"Nicaragua (with intervention by USA), 1909-12",,3,,,1909,,,1912,9,,1,6,190,,,3
,"Honduras (with intervention by USA), 1910-12",,3,,,1909,,,1912,1,,1,6,190,,,3
,"Spain (Catalonia), 1909",,2,,,1909,,,1909,,,3,6,190,,,0
,"Romania (peasants), 1909",,2,,,1909,,,1909,,,4,6,190,,,0
Genocide of Armenians,"Turkey, 1909-18 G",,2,,1883000,1909,,,1918,,,4,6,190,,,9
Armenian Massacre,"Turkey-Armenia, 1909",,2,,6300,1909,4,,1909,4,,4,6,190,,0,0
,"Persia (Rasht and Ishfahan), 1909",,3,,,1909,,,1909,7,16,5,6,190,,,0
Spanish-Moroccan War,"Spain-Morocco (Melilla), 1909-10",,2,10000,10000,1909,7,7,1910,3,23,6,6,190,256,8,1
,"Britain-Portugal (Lake Kivu, eastern Zaire), 1909",,2,,,1909,6,12,1909,6,12,7,6,190,0,0,0
,"Ethiopia-Boran Galla (Wajir), 1909",,2,,,1909,,,1909,,,8,6,190,,,0
War of the Mexican Revolution,"Mexico (with intervention by USA), 1910-20",,9,250000,250000,1910,11,20,1920,7,,1,6,191,,116,10
,"Portugal, 1910",,2,,,1910,10,4,1910,10,5,3,6,191,1,0,0
,"Turkey-Albania, 1910",,2,,800,1910,4,,1910,6,,4,6,191,,2,0
,"Morocco (Fez)-France, 1910-11",,3,1650,1650,1910,10,,1911,11,,6,6,191,,13,1
,"Portugal-Kasanje, Mahungo (Angola), 1910-11",,3,,,1910,,,1911,,,8,6,191,,,1
,"Paraguay, 1911-12",,2,2000,2000,1911,7,15,1912,5,11,2,6,191,296,10,1
,"Nicaragua, 1911-12",,2,,,1911,,,1912,,,1,6,191,,,1
Chinese Civil War,"China (Hubei), 1911-12",,2,1000,1500,1911,10,10,1912,2,12,12,6,191,122,4,1
Italo-Turkish War,"Italy-Turkey (Libya), 1911-12",,2,20000,20000,1911,9,29,1912,10,17,6,6,191,378,13,1
,"Libyans-Italy, 1911-17",,3,,16000,1911,9,29,1917,4,,6,6,191,,67,6
,"Spain-Morocco, 1911",,2,,,1911,6,,1911,6,,6,6,191,,0,0
,"France-Baoule (Ivory Coast), 1911",,2,,,1911,3,,1911,3,,7,6,191,,0,0
,"Cuba (with intervention by USA), 1912",,3,,,1912,5,20,1912,6,27,1,6,191,37,1,0
,"Brazil, 1912-15",,2,,,1912,,,1915,,,2,6,191,,,3
First Balkan War,"Montenegro, Bulgaria, Greece, Serbia-Turkey, 1912-13",,5,82000,82000,1912,10,17,1913,4,22,4,6,191,185,6,1
,"Albania-Turkey, 1912",,2,,,1912,,,1912,,,4,6,191,,,0
,"Morocco (Fez), 1912",,4,,1600,1912,4,17,1912,7,,6,6,191,,3,0
,"Morocco (South Morocco), 1912-13",,3,,500,1912,,,1913,5,,6,6,191,,,1
,"Yoruba-Britain (Abeokuta, Nigeria), 1912-13",,2,,,1912,,,1913,,,7,6,191,,,1
,"Afghanistan (Mangals), 1912",,2,,,1912,12,,1912,12,,10,6,191,,0,0
Tibetan War of Independence,"Tibet-China, 1912-13",,2,2000,2000,1912,3,,1913,4,,12,6,191,,13,1
,"China, 1912",,2,,,1912,5,12,1912,6,12,12,6,191,30,1,0
Second Balkan War,"Bulgaria-Serbia, Greece, Romania, Turkey, 1913",,5,44500,44500,1913,5,30,1913,7,30,4,6,191,60,2,0
,"Britain-Somalis (Dervishes), 1913-20",,2,,1500,1913,,,1920,,,8,6,191,,,7
,"Bakongo-Portugal, 1913",,2,,,1913,,,1913,,,8,6,191,,,0
,"Portugal-Congo (Zaire), 1913-18",,2,,,1913,,,1918,,,7,6,191,,,5
"""Old vs New System"" conflict","China (Yangzi valley and south), 1913",,2,5000,10000,1913,7,23,1913,9,1,12,6,191,38,2,0
,"US-Mexico (Veracruz), 1914",,2,,,1914,4,22,1914,4,,1,6,191,,0,0
,"Britain-Ireland, 1914",,2,,,1914,7,26,1914,7,26,3,6,191,0,0,0
"""White Wolf"" conflict","China, 1914",,2,5000,10000,1914,3,15,1914,9,15,12,6,191,180,6,0
,"Morocco (Middle Atlas) (Zaians, with French involvement), 1914-17",,3,,1000,1914,,,1917,,,6,6,191,,,3
,"Benin-France (north of Porto Novo), 1914",,2,,,1914,1,,1914,1,,7,6,191,,0,0
,"Niger-France, 1914-16",,2,,,1914,7,,1916,8,,7,6,191,,25,2
,"Britain, France-Germany (Togo), 1914",,3,,,1914,8,8,1914,8,26,7,6,191,18,0,0
,"France, Britain-Germany (Cameroon), 1914-16",,3,,,1914,8,,1916,2,18,7,6,191,,18,2
,"Germany-Belgium (Rwanda), 1914-16",,2,,,1914,8,,1916,6,27,8,6,191,,22,2
,"Britain-Germany (Tanzania, Zambia), 1914-18",,2,,,1914,,,1918,11,14,8,6,191,,,4
,"Germany-Britain (South Africa), 1914-15",,2,,,1914,8,,1915,7,9,8,6,191,,11,1
,"South Africa (Transvaal), 1914",,2,,,1914,9,,1914,12,,8,6,191,,3,0
,"Uganda (Abamalaki separatists), 1914",,2,,,1914,,,1914,,,8,6,191,,,0
First World War,"First World War, 1914-18",,20,12599000,19617000,1914,7,29,1918,11,11,3,6,191,1542,52,4
,"Britain, India, South Africa-Germany (Tanzania), 1914-17",,4,,,1914,11,4,1917,11,12,8,6,191,1088,36,3
,"Britain, India-Turkey (Iraq), 1914-18",,3,,,1914,11,6,1918,11,,5,6,191,,48,4
,"Japan-Germany (China), 1914",,2,,,1914,9,2,1914,11,7,12,6,191,65,2,0
,"Haiti (with US intervention), 1915-16",,3,,2200,1915,7,,1916,11,,1,6,191,,16,1
,"Britain, Australia, France-Turkey (Gallipoli), 1915",,4,,,1915,2,,1915,12,,4,6,191,,10,0
,"Turkey-Armenia, 1915-18",,2,,1200000,1915,4,20,1918,,,4,6,191,,,3
,"France-Sanusis (Chad), 1915-19",,2,,,1915,3,24,1919,5,,6,6,191,,50,4
,"Mali-France (Beledougou, near Bamako), 1915",,2,,,1915,3,,1915,3,,7,6,191,,0,0
,"Benin-France, 1915-16",,2,,,1915,8,22,1916,2,,7,6,191,,6,1
,"France-Samori (Burkina Faso), 1915",,2,,,1915,11,,1915,11,,7,6,191,,0,0
,"Belgium-Belgian Congo, 1915",,2,,,1915,,,1915,,,7,6,191,,,0
,"Malawi-Britain, 1915",,,,,1915,1,23,1915,2,3,8,6,191,10,1,0
,"China (Yunnan), 1915-16",,2,,,1915,11,25,1916,6,6,12,6,191,191,7,1
,"Britain-Sri Lanka, 1915",,2,,,1915,,,1915,,,10,6,191,,,0
,"Dominican Republic, 1916",,2,,,1916,,,1916,,,1,6,191,,,0
Anglo-Irish Civil War,"Britain-Ireland, 1916",,2,,,1916,4,24,1916,4,29,3,6,191,5,0,0
,"Arabs-? (Hijaz, Saudi Arabia), 1916",,,,,1916,6,,1916,,,5,6,191,,,0
,"France-Chief Kaossen (Mauritania), 1916-17",,2,,,1916,,,1917,,,6,6,191,,,1
Second Moroccan War,"France, Spain-Caids (Morocco), 1916-17",,3,2000,2000,1916,11,,1917,,,6,6,191,,,1
,"Samori-France (Koutiala and Bandiagara, Mali), 1916",,2,,,1916,2,,1916,2,,7,6,191,,0,0
,"Nikki-France (Borgou, Benin), 1916",,2,,,1916,,,1916,,,7,6,191,,,0
,"Ethiopia, 1916",,2,,,1916,9,,1916,11,2,8,6,191,,2,0
,Russia-Turkestan 1916,,2,,9000,1916,,,1916,,,9,6,191,,,0
,"Kirghiz-Russia, 1916",,2,,,1916,,,1916,,,9,6,191,,,0
,"Japan-China (Jilin), 1916",,2,,,1916,8,13,1916,8,13,12,6,191,0,0,0
,"Dominican Republic-USA, 1917-18",,2,,,1917,,,1918,,,1,6,191,,,1
,"Cuba, 1917",,2,,,1917,2,10,1917,6,,1,6,191,,4,0
February Revolution (Bolshevik Revolution),"Russia (St. Petersburg), 1917",,2,,,1917,3,8,1917,3,15,4,6,191,7,0,0
,"Russia (Petrograd), 1917",,3,,400,1917,7,16,1917,7,18,4,6,191,2,0,0
Kornilov's Revolt (Bolshevik Revolution),"Russia,  1917",,2,,,1917,9,9,1917,9,14,4,6,191,5,0,0
October Revolution (Bolshevik Revolution),"Russia, 1917",,2,,10000,1917,11,6,1917,11,7,4,6,191,1,0,0
The Great Russian Civil War,"Russia, 1917-21",,2,300000,700000,1917,12,9,1921,3,18,4,6,191,1179,39,4
,"Russia (Irkutsk), 1917",,2,,,1917,12,,1917,12,,9,6,191,,0,0
,"Russia (Ukraine), 1917-20",,2,,,1917,12,9,1920,11,14,4,6,191,1055,35,3
Estonian War of Independence,"Estonia-Russia, 1917-20",,2,,,1917,11,28,1920,2,2,4,6,191,784,27,3
,"Ivory Coast (Dida)-France, 1917-18",,2,,,1917,12,,1918,8,,7,6,191,,8,1
,"Portuguese Guinea-Portugal (Bijagos Islands), 1917",,2,,,1917,5,,1917,5,,7,6,191,,0,0
,"Portugal?-? (Barue, ?), 1917",,,,,1917,,,1917,,,8,6,191,,,0
Yunnan Rebellion,"China (Yunnan), 1917",,2,1000,1500,1917,4,18,1917,4,25,12,6,191,7,0,0
,"China (Kweichow), 1917-18",,2,,,1917,7,6,1918,3,,12,6,191,,8,1
,"Haitians-USA, 1918-19",,2,,,1918,,,1919,,,1,6,191,,,1
War of Finnish Independence,"Finland, 1918",,4,20000,20000,1918,1,28,1918,5,,4,6,191,,4,0
,"Finland-Russia, 1918-20",,2,,,1918,6,,1920,10,14,4,6,191,,28,2
,"Lithuania-Russia, 1918-20",,2,,,1918,2,16,1920,7,12,4,6,191,866,29,2
,"Russia (Caucasus), 1918-20",,2,,,1918,4,22,1920,11,16,4,6,191,924,31,2
,"Russia-Britain, France, US, 1918-20",,4,,,1918,3,3,1920,4,20,4,6,191,767,25,2
Vladai Uprising,"Bulgaria, 1918",,2,,,1918,,,1918,,,4,6,191,,,0
,"Serbia-Montenegro, 1918-19",,2,,,1918,,,1919,,,4,6,191,,,1
,"Germany, 1918",,2,,,1918,10,28,1918,11,9,3,6,191,11,1,0
,"Germany, 1918-23",,2,,,1918,11,9,1923,,,3,6,191,,,5
Struggle for East Galicia,"Poland-Ukraine (Galicia), 1918-19",,2,,1000,1918,11,1,1919,5,,4,6,191,,6,1
,"Poland-Germany (Poznan), 1918-19",,2,,,1918,12,27,1919,2,16,4,6,191,49,2,1
,"Adja-France (Mono, Benin), 1918-19",,2,,,1918,7,,1919,2,,7,6,191,,7,1
,"Russia (Siberia, Turkestan), 1918-24",,2,,,1918,2,,1924,,,9,6,191,,,6
,"Russia-Czechs, 1918-20",,2,,,1918,5,,1920,2,,9,6,191,,21,2
,"Russia-Japan, 1918-22",,2,,3000,1918,8,2,1925,5,15,9,6,191,2443,81,7
First Sino-Tibetan War,"China-Tibet, 1918",,2,1000,1500,1918,1,7,1918,8,,12,6,191,,7,0
,"US (race riots), 1919",,2,,38,1919,7,27,1919,8,,1,6,191,,1,0
,"Poland-Czechoslovakia (Teschen), 1919",,2,,,1919,1,23,1919,2,3,4,6,191,10,1,0
Spartacist Revolt,"Germany, 1919",,2,,,1919,1,5,1919,1,15,3,6,191,10,0,0
,"Germany, 1919",,2,,,1919,10,28,1919,11,9,3,6,191,11,1,0
Irish Rebellion,"Irish-Britain, 1919-22",,2,,1000,1919,11,26,1922,1,,3,6,191,,26,3
Russo-Polish War,"Poland-Russia, 1919-20",,2,100000,100000,1919,1,5,1920,10,12,4,6,191,637,21,1
Franco-Turkish War,"France-Turkey, 1919-20",,2,,40000,1919,11,1,1920,5,,4,6,191,,6,1
,"Turkey-Armenia, 1919-21",,2,,,1919,10,,1921,1,,4,6,191,,15,2
Turkish War of Independence,"Turkey, 1919-22",,2,,40000,1919,6,,1922,9,12,4,6,191,,39,3
Greco-Turkish War,"Turkey-Greece (aided by France, Britain, Italy), 1920-22",,5,50000,100000,1919,5,15,1922,9,12,4,6,191,1197,40,3
Kun's Red Terror,"Hungary-Czechoslovakia, Romania, 1919",,3,4000,11000,1919,3,28,1919,11,15,4,6,191,227,8,0
,"Latvia-Germany, Russia, 1919-20",,3,,,1919,1,,1920,1,,4,6,191,,12,1
Franco-Syrian War,"France-Syria, 1919-20",,2,5000,5000,1919,12,,1920,7,,5,6,191,,7,1
Riffian War,"Moroccans (Rifs)-Spain, France (with support from Moors), 1919-27",,4,40000,47000,1919,,,1927,7,10,6,6,191,,,8
,"Egypt-Britain, 1919",,2,,,1919,3,,1919,3,,6,6,191,,0,0
,"Egbas-Britain (Nigeria), 1919",,2,,,1919,,,1919,,,7,6,191,,,0
Third Afghan War,"Afghanistan-Britain, 1919",,2,1000,1500,1919,5,4,1919,6,3,10,6,191,29,1,0
